rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,shot_creating_actions,shot_creating_actions_per_90,shot_creating_actions_live_pass,shot_creating_actions_dead_pass,shot_creating_actions_take_on,shot_creating_actions_shot,shot_creating_actions_foul_drawn,goal_creating_actions,goal_creating_actions_per_90,goal_creating_actions_def,season,table_type,processed_at
2252,Cristian Romero,ARG,DF,Tottenham,Premier League,26.0,1998.0,15.7,20,1.27,16,0,0,4,0,4,0.25,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2253,Isaac Romero,ESP,FW,Sevilla,La Liga,24.0,2000.0,24.0,44,1.84,30,1,5,3,5,7,0.29,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2254,Luka Romero,ARG,"FW,MF",Alavés,La Liga,19.0,2004.0,2.2,8,3.62,4,1,1,0,1,1,0.45,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2255,Oriol Romeu,ESP,MF,Girona,La Liga,32.0,1991.0,15.1,20,1.33,20,0,0,0,0,1,0.07,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2256,Valentin Rongier,FRA,"MF,DF",Marseille,Ligue 1,29.0,1994.0,17.4,35,2.02,29,0,0,3,1,6,0.35,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2257,Marten de Roon,NED,"MF,DF",Atalanta,Serie A,33.0,1991.0,34.0,73,2.15,59,10,1,0,1,14,0.41,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2258,Vitor Roque,BRA,FW,Betis,La Liga,19.0,2005.0,13.7,34,2.48,19,0,5,5,5,4,0.29,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2259,Pablo Rosario,DOM,"MF,DF",Nice,Ligue 1,27.0,1997.0,19.7,35,1.78,30,0,1,1,0,2,0.1,3,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2260,Lasse Rosenboom,GER,DF,Holstein Kiel,Bundesliga,22.0,2002.0,19.3,25,1.3,22,0,0,2,1,3,0.16,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2261,Max Rosenfelder,GER,DF,Freiburg,Bundesliga,21.0,2003.0,13.9,15,1.08,10,0,3,0,1,1,0.07,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2262,Valentin Rosier,FRA,DF,Leganés,La Liga,27.0,1996.0,28.8,35,1.21,24,4,3,4,0,6,0.21,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2263,Tom Rothe,GER,"DF,MF",Union Berlin,Bundesliga,19.0,2004.0,18.6,35,1.89,24,5,0,3,3,7,0.38,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2264,Anthony Rouault,FRA,DF,Rennes,Ligue 1,23.0,2001.0,10.8,10,0.93,9,0,0,0,0,0,0.0,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2265,Anthony Rouault,FRA,DF,Stuttgart,Bundesliga,23.0,2001.0,13.5,11,0.82,9,0,0,0,1,0,0.0,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2266,Jonas Rouhi,SWE,DF,Juventus,Serie A,20.0,2004.0,2.3,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2267,Jérôme Roussillon,FRA,"DF,MF",Union Berlin,Bundesliga,31.0,1993.0,1.5,1,0.66,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2268,Nicolò Rovella,ITA,MF,Lazio,Serie A,22.0,2001.0,30.2,71,2.35,58,5,2,0,3,3,0.1,3,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2269,Jonathan Rowe,ENG,"FW,MF",Marseille,Ligue 1,21.0,2003.0,9.0,38,4.24,20,2,8,6,2,7,0.78,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2270,Amir Rrahmani,KVX,DF,Napoli,Serie A,30.0,1994.0,37.8,42,1.11,35,2,0,5,0,4,0.11,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2271,Tommaso Rubino,ITA,MF,Fiorentina,Serie A,17.0,2006.0,0.1,1,11.25,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2272,Antonio Rüdiger,GER,DF,Real Madrid,La Liga,31.0,1993.0,25.5,28,1.1,19,0,0,6,3,2,0.08,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2273,Matteo Ruggeri,ITA,DF,Atalanta,Serie A,22.0,2002.0,19.5,39,2.0,35,1,1,2,0,4,0.21,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2274,Aitor Ruibal,ESP,"DF,FW",Betis,La Liga,28.0,1996.0,14.6,36,2.46,31,2,1,1,1,4,0.27,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2275,Abel Ruiz,ESP,FW,Girona,La Liga,24.0,2000.0,15.0,17,1.14,12,0,1,3,1,1,0.07,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2276,Ferrán Ruiz,ESP,MF,Girona,La Liga,21.0,2003.0,0.2,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2277,Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,28.0,1996.0,21.4,89,4.16,79,0,2,6,0,14,0.65,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2278,Gerónimo Rulli,ARG,GK,Marseille,Ligue 1,32.0,1992.0,34.0,8,0.24,7,0,0,0,0,2,0.06,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2279,Georginio Rutter,FRA,"MF,FW",Brighton,Premier League,22.0,2002.0,18.4,64,3.47,37,0,9,7,9,8,0.43,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2280,Mathew Ryan,AUS,GK,Lens,Ligue 1,32.0,1992.0,14.0,4,0.29,3,1,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2281,Julian Ryerson,NOR,DF,Dortmund,Bundesliga,26.0,1997.0,25.1,56,2.23,44,8,4,0,0,5,0.2,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2282,Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,31.0,1992.0,28.0,6,0.21,4,2,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2283,José Sá,POR,GK,Wolves,Premier League,31.0,1993.0,29.0,5,0.17,5,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2284,Elias Saad,TUN,"FW,MF",St. Pauli,Bundesliga,24.0,1999.0,10.0,35,3.5,20,1,4,4,5,4,0.4,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2285,Youssouf Sabaly,SEN,DF,Betis,La Liga,31.0,1993.0,17.6,19,1.08,17,1,1,0,0,3,0.17,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2286,Emmanuel Sabbi,USA,"FW,MF",Le Havre,Ligue 1,26.0,1997.0,7.3,20,2.76,10,0,4,2,3,2,0.28,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2287,Stefano Sabelli,ITA,DF,Genoa,Serie A,31.0,1993.0,22.9,38,1.66,33,3,0,0,2,2,0.09,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2288,Marcel Sabitzer,AUT,MF,Dortmund,Bundesliga,30.0,1994.0,18.0,42,2.34,26,3,1,6,1,6,0.33,5,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2289,Falaye Sacko,MLI,DF,Montpellier,Ligue 1,29.0,1995.0,13.7,20,1.57,19,1,0,0,0,1,0.08,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2290,Umar Sadiq,NGA,FW,Valencia,La Liga,27.0,1997.0,9.2,15,1.64,8,0,2,2,1,3,0.33,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2291,Umar Sadiq,NGA,FW,Real Sociedad,La Liga,27.0,1997.0,2.5,3,1.19,2,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2292,Alexis Saelemaekers,BEL,"DF,FW",Roma,Serie A,25.0,1999.0,15.4,55,3.57,42,2,3,4,4,10,0.65,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2293,Alexis Saelemaekers,BEL,"DF,FW",Milan,Serie A,25.0,1999.0,1.0,9,9.0,6,3,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2294,Jorge Sáenz,ESP,DF,Leganés,La Liga,27.0,1996.0,18.8,10,0.53,8,0,0,0,1,0,0.0,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2295,Matvei Safonov,RUS,GK,Paris S-G,Ligue 1,25.0,1999.0,9.8,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2296,Modibo Sagnan,MLI,DF,Montpellier,Ligue 1,25.0,1999.0,23.8,15,0.66,12,0,2,0,1,2,0.09,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2297,Richie Sagrado,BEL,DF,Venezia,Serie A,20.0,2004.0,1.6,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2298,Osame Sahraoui,MAR,"FW,MF",Lille,Ligue 1,23.0,2001.0,14.4,67,4.66,57,1,5,3,1,6,0.42,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2299,Wesley Saïd,FRA,FW,Lens,Ligue 1,29.0,1995.0,10.1,27,2.69,18,0,5,1,2,0,0.0,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2300,Théo Sainte-Luce,FRA,DF,Montpellier,Ligue 1,25.0,1998.0,11.3,12,1.11,11,0,0,0,0,0,0.0,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2301,Bukayo Saka,ENG,"FW,MF",Arsenal,Premier League,22.0,2001.0,19.2,117,6.09,71,20,12,10,4,23,1.2,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2302,Faik Sakar,GER,MF,RB Leipzig,Bundesliga,16.0,2008.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2303,Marco Sala,ITA,DF,Como,Serie A,25.0,1999.0,2.9,6,2.07,6,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2304,Marco Sala,ITA,DF,Lecce,Serie A,25.0,1999.0,0.8,1,1.25,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2305,Ibrahim Salah,MAR,FW,Brest,Ligue 1,22.0,2001.0,4.0,11,2.76,8,0,2,1,0,2,0.5,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2306,Mohamed Salah,EGY,FW,Liverpool,Premier League,32.0,1992.0,37.5,169,4.51,123,2,22,14,5,27,0.72,3,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2307,Anass Salah-Eddine,NED,DF,Roma,Serie A,22.0,2002.0,1.7,4,2.37,4,0,0,0,0,1,0.59,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2308,Amine Salama,FRA,FW,Reims,Ligue 1,24.0,2000.0,4.1,8,1.93,5,0,0,2,0,0,0.0,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2309,Jan Salas,ESP,"MF,FW",Mallorca,La Liga,18.0,2005.0,0.5,1,2.09,0,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2310,Kike Salas,ESP,DF,Sevilla,La Liga,22.0,2002.0,24.9,17,0.68,14,0,0,3,0,4,0.16,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2311,Manolis Saliakas,GRE,"MF,DF",St. Pauli,Bundesliga,27.0,1996.0,25.7,59,2.29,43,10,1,2,3,5,0.19,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2312,William Saliba,FRA,DF,Arsenal,Premier League,23.0,2001.0,33.8,27,0.8,25,0,0,1,0,1,0.03,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2313,Mohammed Salisu,GHA,DF,Monaco,Ligue 1,25.0,1999.0,11.4,14,1.23,11,0,0,2,0,1,0.09,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2314,Roland Sallai,HUN,"FW,MF",Freiburg,Bundesliga,27.0,1997.0,0.5,3,5.87,2,1,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2315,Yoann Salmier,GUF,DF,Le Havre,Ligue 1,31.0,1992.0,8.9,3,0.34,3,0,0,0,0,1,0.11,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2316,Lazar Samardzic,SRB,MF,Atalanta,Serie A,22.0,2002.0,13.0,77,5.93,50,12,8,6,0,6,0.46,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2317,Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,28.0,1996.0,3.2,4,1.24,3,0,0,0,1,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2318,Mama Samba Baldé,GNB,FW,Lyon,Ligue 1,28.0,1995.0,0.4,1,2.73,0,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2319,Mama Samba Baldé,GNB,FW,Brest,Ligue 1,28.0,1995.0,12.8,42,3.29,30,0,3,2,5,5,0.39,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2320,Brice Samba,FRA,GK,Rennes,Ligue 1,30.0,1994.0,17.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2321,Brice Samba,FRA,GK,Lens,Ligue 1,30.0,1994.0,15.0,4,0.27,4,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2322,Albert Sambi Lokonga,BEL,MF,Sevilla,La Liga,24.0,1999.0,16.3,35,2.14,32,0,0,2,0,3,0.18,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2323,Junior Sambia,FRA,"DF,FW",Empoli,Serie A,27.0,1996.0,4.3,11,2.56,9,1,0,0,0,0,0.0,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2324,Chuky san jose,ESP,MF,Valladolid,La Liga,20.0,2004.0,8.1,15,1.86,9,3,1,0,2,2,0.25,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2325,Antonio Sanabria,PAR,FW,Torino,Serie A,28.0,1996.0,14.6,21,1.44,14,1,0,3,3,3,0.21,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2326,Oihan Sancet,ESP,MF,Athletic Club,La Liga,24.0,2000.0,18.0,50,2.77,38,0,4,5,3,8,0.44,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2327,Alexis Sánchez,CHI,FW,Udinese,Serie A,35.0,1988.0,4.9,18,3.71,13,1,0,2,2,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2328,Antonio Sánchez,ESP,"MF,DF",Mallorca,La Liga,27.0,1997.0,15.5,18,1.16,12,2,1,2,1,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2329,Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,31.0,1992.0,15.6,64,4.11,46,7,4,1,5,5,0.32,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2330,Javi Sánchez,ESP,DF,Valladolid,La Liga,27.0,1997.0,22.5,14,0.62,13,0,0,1,0,2,0.09,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2331,Juanlu Sánchez,ESP,"MF,DF",Sevilla,La Liga,20.0,2003.0,19.1,40,2.09,36,0,2,2,0,5,0.26,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2332,Manu Sánchez,ESP,DF,Alavés,La Liga,23.0,2000.0,29.3,40,1.37,28,5,0,5,2,3,0.1,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2333,Robert Sánchez,ESP,GK,Chelsea,Premier League,26.0,1997.0,32.0,7,0.22,6,1,0,0,0,2,0.06,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2334,Jadon Sancho,ENG,FW,Chelsea,Premier League,24.0,2000.0,19.6,70,3.57,63,0,3,1,3,10,0.51,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2335,Philipp Sander,GER,MF,Gladbach,Bundesliga,26.0,1998.0,15.6,28,1.8,20,4,1,3,0,1,0.06,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2336,James Sands,USA,"MF,DF",St. Pauli,Bundesliga,24.0,2000.0,5.0,7,1.39,7,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2337,Leroy Sané,GER,FW,Bayern Munich,Bundesliga,28.0,1996.0,18.2,76,4.18,55,1,8,5,5,9,0.49,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2338,Arouna Sangante,SEN,DF,Le Havre,Ligue 1,22.0,2002.0,13.8,12,0.87,10,2,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2339,Ibrahim Sangaré,CIV,MF,Nott'ham Forest,Premier League,26.0,1997.0,6.6,8,1.22,7,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2340,Nhoa Sangui,FRA,"DF,MF",Reims,Ligue 1,18.0,2006.0,12.9,18,1.4,14,2,2,0,0,5,0.39,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2341,Maroan Sannadi,MAR,FW,Athletic Club,La Liga,23.0,2001.0,8.4,16,1.91,8,0,4,2,2,2,0.24,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2342,Kaishu Sano,JPN,MF,Mainz 05,Bundesliga,23.0,2000.0,33.8,62,1.83,50,0,3,2,4,5,0.15,3,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2343,Morgan Sanson,FRA,MF,Nice,Ligue 1,29.0,1994.0,2.6,6,2.29,4,0,1,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2344,Nicola Sansone,ITA,"MF,FW",Lecce,Serie A,32.0,1991.0,0.7,5,6.92,3,1,0,0,1,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2345,Baptiste Santamaria,FRA,MF,Nice,Ligue 1,29.0,1995.0,10.3,21,2.04,15,1,1,3,1,1,0.1,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2346,Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,29.0,1995.0,5.4,10,1.87,8,1,0,0,1,2,0.37,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2347,Yellu Santiago,ESP,MF,Getafe,La Liga,20.0,2004.0,4.1,6,1.45,2,1,0,0,2,0,0.0,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2348,Andrey Santos,BRA,MF,Strasbourg,Ligue 1,20.0,2004.0,31.7,56,1.77,47,0,1,1,2,6,0.19,5,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2349,Kauã Santos,BRA,GK,Eint Frankfurt,Bundesliga,21.0,2003.0,8.5,3,0.35,2,1,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2350,Tiago Santos,POR,DF,Lille,Ligue 1,22.0,2002.0,4.5,16,3.56,14,0,1,0,1,3,0.67,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2351,Pablo Sarabia,ESP,"MF,FW",Wolves,Premier League,32.0,1992.0,9.0,28,3.1,20,6,2,0,0,5,0.55,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2352,Jeremy Sarmiento,ECU,MF,Brighton,Premier League,22.0,2002.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2353,Amin Sarr,SWE,FW,Hellas Verona,Serie A,23.0,2001.0,21.2,45,2.13,35,0,3,5,2,4,0.19,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2354,Ismaila Sarr,SEN,MF,Crystal Palace,Premier League,26.0,1998.0,30.1,110,3.65,81,0,6,9,14,12,0.4,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2355,Malang Sarr,FRA,DF,Lens,Ligue 1,25.0,1999.0,15.4,21,1.36,20,1,0,0,0,2,0.13,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2356,Mamadou Sarr,FRA,DF,Strasbourg,Ligue 1,18.0,2005.0,26.3,12,0.46,10,0,0,2,0,2,0.08,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2357,Martin Satriano,URU,"FW,DF",Lens,Ligue 1,23.0,2001.0,1.0,2,2.02,2,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2358,Razvan Sava,ROU,GK,Udinese,Serie A,22.0,2002.0,12.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2359,Téji Savanier,FRA,MF,Montpellier,Ligue 1,32.0,1991.0,26.3,122,4.83,71,33,3,4,7,7,0.28,4,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2360,Sávio,BRA,"FW,MF",Manchester City,Premier League,20.0,2004.0,19.6,111,5.66,80,2,15,4,7,15,0.76,3,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2361,Nicolò Savona,ITA,DF,Juventus,Serie A,21.0,2003.0,19.2,29,1.51,27,1,1,0,0,2,0.1,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2362,Saba Sazonov,GEO,DF,Torino,Serie A,22.0,2002.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2363,Joe Scally,USA,DF,Gladbach,Bundesliga,21.0,2002.0,28.6,28,0.98,21,2,1,2,1,2,0.07,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2364,Giorgio Scalvini,ITA,DF,Atalanta,Serie A,20.0,2003.0,3.0,1,0.33,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2365,Gianluca Scamacca,ITA,FW,Atalanta,Serie A,25.0,1999.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2366,Oliver Scarles,ENG,"DF,FW",West Ham,Premier League,18.0,2005.0,7.4,6,0.81,6,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2367,Dane Scarlett,ENG,"FW,MF",Tottenham,Premier League,20.0,2004.0,0.4,1,2.65,1,0,0,0,0,1,2.65,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2368,Kevin Schade,GER,FW,Brentford,Premier League,22.0,2001.0,25.5,57,2.24,35,6,6,4,5,9,0.35,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2369,András Schäfer,HUN,MF,Union Berlin,Bundesliga,25.0,1999.0,17.0,29,1.7,21,0,1,1,5,3,0.18,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2370,Fabian Schär,SUI,DF,Newcastle Utd,Premier League,32.0,1991.0,32.6,37,1.13,26,1,1,3,2,4,0.12,4,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2371,Patrik Schick,CZE,FW,Leverkusen,Bundesliga,28.0,1996.0,18.7,34,1.82,22,0,4,3,5,3,0.16,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2372,Stefan Schimmer,GER,"FW,MF",Heidenheim,Bundesliga,30.0,1994.0,2.7,4,1.45,3,0,0,0,1,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2373,Joël Schingtienne,BEL,DF,Venezia,Serie A,21.0,2002.0,12.5,10,0.8,8,1,1,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2374,Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,26.0,1997.0,2.0,2,0.99,2,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2375,Keven Schlotterbeck,GER,DF,Augsburg,Bundesliga,27.0,1997.0,14.4,24,1.67,20,0,1,2,0,2,0.14,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2376,Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,24.0,1999.0,22.0,50,2.27,41,4,1,2,1,6,0.27,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2377,Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,Premier League,31.0,1992.0,1.1,7,6.06,5,0,1,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2378,Romano Schmid,AUT,MF,Werder Bremen,Bundesliga,24.0,2000.0,31.5,151,4.8,111,16,5,11,7,13,0.41,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2379,Niklas Schmidt,GER,MF,Toulouse,Ligue 1,26.0,1998.0,2.3,12,5.27,6,4,0,2,0,1,0.44,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2380,Jan Schöppner,GER,MF,Heidenheim,Bundesliga,25.0,1999.0,29.8,56,1.88,44,1,3,6,1,4,0.13,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2381,Marvin Schulz,GER,"MF,DF",Holstein Kiel,Bundesliga,29.0,1995.0,3.4,8,2.34,5,3,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2382,Alexander Schwolow,GER,GK,Union Berlin,Bundesliga,32.0,1992.0,6.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2383,Léo Scienza,BRA,"FW,MF",Heidenheim,Bundesliga,25.0,1998.0,12.8,82,6.39,31,20,10,3,18,7,0.55,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2384,Alex Scott,ENG,MF,Bournemouth,Premier League,20.0,2003.0,8.4,29,3.45,19,2,0,2,3,2,0.24,3,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2385,Simone Scuffet,ITA,GK,Cagliari,Serie A,28.0,1996.0,13.0,2,0.15,2,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2386,Simone Scuffet,ITA,GK,Napoli,Serie A,28.0,1996.0,1.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2387,Jérémy Sebas,MTQ,"FW,MF",Strasbourg,Ligue 1,21.0,2003.0,2.1,4,1.91,2,0,2,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2388,Aleksandar Sedlar,SRB,DF,Alavés,La Liga,32.0,1991.0,6.6,2,0.3,2,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2389,Jacopo Seghetti,ITA,GK,Empoli,Serie A,19.0,2005.0,1.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2390,Alidu Seidu,GHA,DF,Rennes,Ligue 1,24.0,2000.0,8.9,12,1.34,8,2,1,0,1,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2391,Nicolas Seiwald,AUT,"MF,DF",RB Leipzig,Bundesliga,23.0,2001.0,23.2,49,2.12,39,10,0,0,0,3,0.13,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2392,Hiroki Sekine,JPN,DF,Reims,Ligue 1,21.0,2002.0,9.9,19,1.93,17,0,0,1,1,1,0.1,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2393,Matz Sels,BEL,GK,Nott'ham Forest,Premier League,32.0,1992.0,38.0,6,0.16,3,3,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
