Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Matches
820,Matias Fernandez-Pardo,be BEL,FW,Lille,fr Ligue 1,20-254,2005,7,499,71,79.2,5.5,5,85,2,2,38,0,1.57,6,9,-3,-0.54,-5.35,10.4,8.3,+2.1,+0.38,Matches
821,Mathias Ferrante,it ITA,GK,Napoli,it Serie A,19-044,2006,0,,,,,0,,0,0,,4,,,,,,,,,,,Matches
822,Diego Ferrer,,GK,Getafe,es La Liga,,,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
823,Seydou Fini,it ITA,FW,Genoa,it Serie A,19-135,2006,0,,,,,0,,0,0,,6,,,,,,,,,,,Matches
824,Max Finkgräfe,de GER,DF,RB Leipzig,de Bundesliga,21-202,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
825,Junior Firpo,do DOM,DF,Betis,es La Liga,29-054,1996,4,319,80,44.3,3.5,4,80,2,0,,4,1.75,7,5,+2,+0.56,-0.11,5.7,3.6,+2.1,+0.59,Matches
826,Jonathan Fischer,dk DEN,GK,Metz,fr Ligue 1,23-340,2001,7,630,90,100.0,7.0,7,90,7,0,,0,0.29,5,16,-11,-1.57,,7.1,15.4,-8.4,-1.19,Matches
827,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,25-003,2000,6,537,90,99.4,6.0,6,90,4,0,,0,0.83,8,10,-2,-0.34,-0.34,9.4,9.4,0.0,0.00,Matches
828,Mark Flekken,nl NED,GK,Leverkusen,de Bundesliga,32-124,1993,6,540,90,100.0,6.0,6,90,6,0,,0,1.83,12,8,+4,+0.67,,10.1,6.3,+3.7,+0.62,Matches
829,Zian Flemming,nl NED,"FW,MF",Burnley,eng Premier League,27-075,1998,4,36,9,5.7,0.4,0,,0,4,9,3,1.00,1,0,+1,+2.50,+3.86,0.9,0.6,+0.3,+0.77,Matches
830,Romano Floriani,it ITA,DF,Cremonese,it Serie A,22-261,2003,5,165,33,30.6,1.8,1,73,0,4,23,1,1.20,2,4,-2,-1.09,-1.33,1.5,4.3,-2.8,-1.50,Matches
831,Phil Foden,eng ENG,MF,Manchester City,eng Premier League,25-140,2000,5,353,71,56.0,3.9,4,84,3,1,16,0,2.00,10,1,+9,+2.29,+2.29,6.3,3.3,+3.0,+0.77,Matches
832,Malick Fofana,be BEL,FW,Lyon,fr Ligue 1,20-198,2005,7,578,83,91.7,6.4,7,83,1,0,,0,2.14,8,3,+5,+0.78,+2.51,10.4,6.0,+4.3,+0.67,Matches
833,Rayan Fofana,fr FRA,FW,Lens,fr Ligue 1,19-245,2006,7,375,54,59.5,4.2,4,68,0,3,35,0,1.86,7,4,+3,+0.72,+0.37,8.7,7.3,+1.4,+0.33,Matches
834,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,30-161,1995,7,487,70,77.3,5.4,5,87,3,2,25,0,1.43,6,8,-2,-0.37,-1.00,6.1,9.7,-3.5,-0.65,Matches
835,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,24-302,2000,3,130,43,20.6,1.4,2,54,0,1,22,2,1.33,0,3,-3,-2.08,-3.34,0.7,2.3,-1.6,-1.11,Matches
836,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,26-278,1999,6,452,75,83.7,5.0,6,75,2,0,,0,2.17,9,3,+6,+1.19,+1.19,7.4,3.7,+3.7,+0.73,Matches
837,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,29-262,1996,6,504,84,93.3,5.6,5,84,4,1,84,0,0.50,4,9,-5,-0.89,+4.11,6.7,10.0,-3.3,-0.58,Matches
838,Kevin Folgado,fr FRA,GK,Real Sociedad,es La Liga,20-261,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
839,Francesco Folino,it ITA,DF,Cremonese,it Serie A,23-265,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,Matches
840,Michael Folorunsho,it ITA,"MF,FW",Cagliari,it Serie A,27-250,1998,6,515,86,95.4,5.7,6,86,3,0,,0,1.33,6,4,+2,+0.35,+7.55,5.9,9.1,-3.1,-0.55,Matches
841,Álex Forés,es ESP,FW,Oviedo,es La Liga,24-186,2001,4,101,25,14.0,1.1,1,57,0,3,15,3,0.00,0,3,-3,-2.67,-1.66,1.5,0.9,+0.6,+0.53,Matches
842,Pablo Fornals,es ESP,MF,Betis,es La Liga,29-235,1996,8,670,84,93.1,7.4,8,84,5,0,,0,1.88,13,8,+5,+0.67,+0.67,10.3,6.8,+3.5,+0.47,Matches
843,Héctor Fort,es ESP,DF,Elche,es La Liga,19-074,2006,3,92,31,12.8,1.0,1,68,0,2,12,0,1.67,0,2,-2,-1.96,-2.53,0.6,1.1,-0.5,-0.46,Matches
844,Niccolò Fortini,it ITA,"MF,DF",Fiorentina,it Serie A,19-244,2006,2,79,40,14.6,0.9,0,,0,2,40,4,0.00,0,2,-2,-2.28,-1.89,0.5,1.2,-0.7,-0.83,Matches
845,Fortuño,es ESP,GK,Espanyol,es La Liga,24-010,2001,0,,,,,0,,0,0,,8,,,,,,,,,,,Matches
846,Lyle Foster,za RSA,FW,Burnley,eng Premier League,25-042,2000,7,565,81,89.7,6.3,7,81,1,0,,0,0.57,5,12,-7,-1.12,+0.27,3.7,11.0,-7.4,-1.17,Matches
847,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,32-206,1993,7,630,90,87.5,7.0,7,90,7,0,,1,1.14,9,12,-3,-0.43,+0.57,7.8,10.0,-2.2,-0.31,Matches
848,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,27-276,1998,5,360,72,50.0,4.0,5,72,2,0,,0,2.00,7,4,+3,+0.75,0.00,7.4,4.3,+3.0,+0.76,Matches
849,Aitor Fraga,es ESP,GK,Real Sociedad,es La Liga,22-217,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
850,Alejandro Francés,es ESP,DF,Girona,es La Liga,23-075,2002,5,258,52,35.8,2.9,3,63,1,2,35,3,1.20,2,5,-3,-1.05,+0.71,2.6,6.1,-3.5,-0.98,Matches
851,Przemysław Frankowski,pl POL,DF,Rennes,fr Ligue 1,30-186,1995,4,309,77,49.0,3.4,4,77,2,0,,1,2.00,3,4,-1,-0.29,-0.29,3.3,5.7,-2.4,-0.69,Matches
852,Davide Frattesi,it ITA,"MF,FW",Inter,it Serie A,25-358,1999,3,143,48,26.5,1.6,1,90,1,2,27,3,3.00,6,2,+4,+2.52,+1.38,5.8,1.5,+4.3,+2.73,Matches
853,Oscar Fraulo,dk DEN,MF,Gladbach,de Bundesliga,21-313,2003,1,22,22,4.1,0.2,0,,0,1,22,3,1.00,0,0,0,0.00,+1.22,0.2,0.3,-0.1,-0.59,Matches
854,Tyler Fredricson,eng ENG,DF,Manchester Utd,eng Premier League,20-234,2005,0,,,,,0,,0,0,,5,,,,,,,,,,,Matches
855,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,24-191,2001,6,523,87,96.9,5.8,6,87,4,0,,0,0.33,3,9,-6,-1.03,-1.03,5.6,7.0,-1.3,-0.23,Matches
856,Martin Frese,dk DEN,DF,Hellas Verona,it Serie A,27-284,1998,6,474,79,87.8,5.3,5,86,4,1,45,0,0.50,2,6,-4,-0.76,+3.33,6.0,6.4,-0.4,-0.07,Matches
857,Remo Freuler,ch SUI,MF,Bologna,it Serie A,33-183,1992,5,439,88,81.3,4.9,5,88,4,0,,1,1.80,7,3,+4,+0.82,+0.82,6.5,3.7,+2.8,+0.58,Matches
858,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,27-213,1998,5,442,88,81.9,4.9,5,88,4,0,,0,1.20,6,11,-5,-1.02,-1.02,6.1,10.4,-4.3,-0.88,Matches
859,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,29-306,1995,0,,,,,0,,0,0,,6,,,,,,,,,,,Matches
860,Jeremie Frimpong,nl NED,DF,Liverpool,eng Premier League,24-309,2000,3,80,27,12.7,0.9,1,59,0,2,11,2,2.00,4,1,+3,+3.38,+3.21,3.1,1.5,+1.6,+1.79,Matches
861,Christian Früchtl,de GER,GK,Lecce,it Serie A,25-260,2000,0,,,,,0,,0,0,,6,,,,,,,,,,,Matches
862,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,28-237,1997,7,554,79,76.9,6.2,7,79,1,0,,1,1.14,5,6,-1,-0.16,+0.38,8.3,6.7,+1.6,+0.27,Matches
863,Chris Führich,de GER,FW,Stuttgart,de Bundesliga,27-279,1998,5,160,32,29.6,1.8,1,70,0,4,23,1,1.80,2,2,0,0.00,-0.47,2.7,3.3,-0.6,-0.33,Matches
864,Joel Fujita,jp JPN,MF,St. Pauli,de Bundesliga,23-241,2002,6,529,88,98.0,5.9,6,88,5,0,,0,1.17,8,9,-1,-0.17,-0.17,6.9,7.4,-0.5,-0.09,Matches
865,Niclas Füllkrug,de GER,FW,West Ham,eng Premier League,32-248,1993,6,379,63,60.2,4.2,5,69,1,1,32,1,0.67,2,9,-7,-1.66,-0.59,3.0,6.0,-3.0,-0.71,Matches
866,Alessio Furlanetto,it ITA,GK,Lazio,it Serie A,23-250,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,Matches
867,Matteo Fuscaldo,it ITA,GK,Juventus,it Serie A,20-232,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
868,Matteo Gabbia,it ITA,DF,Milan,it Serie A,25-359,1999,6,540,90,100.0,6.0,6,90,6,0,,0,2.17,9,3,+6,+1.00,,8.6,4.6,+4.0,+0.67,Matches
869,Tiago Gabriel,pt POR,DF,Lecce,it Serie A,20-293,2004,6,462,77,85.6,5.1,5,90,5,1,12,0,0.83,5,6,-1,-0.19,+4.42,4.2,6.7,-2.5,-0.49,Matches
870,Alessandro Gabrielloni,it ITA,FW,Como,it Serie A,31-097,1994,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
871,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,25-163,2000,5,160,32,29.6,1.8,1,53,0,4,27,0,1.40,3,2,+1,+0.56,+0.80,2.6,4.7,-2.1,-1.20,Matches
872,Roberto Gagliardini,it ITA,MF,Hellas Verona,it Serie A,31-191,1994,3,138,46,25.6,1.5,2,47,0,1,45,0,0.33,0,1,-1,-0.65,+0.69,0.9,1.7,-0.8,-0.51,Matches
873,Cody Gakpo,nl NED,FW,Liverpool,eng Premier League,26-161,1999,7,554,79,87.9,6.2,6,85,4,1,45,0,2.14,12,8,+4,+0.65,+0.65,10.1,5.8,+4.3,+0.69,Matches
874,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,30-330,1994,5,134,27,18.6,1.5,1,72,0,4,16,3,2.20,2,2,0,0.00,-0.77,3.0,2.1,+1.0,+0.65,Matches
875,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,32-070,1993,7,460,66,63.9,5.1,6,69,0,1,45,0,1.43,5,4,+1,+0.20,+0.54,9.5,2.7,+6.9,+1.34,Matches
876,Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,25-251,2000,8,244,31,33.9,2.7,2,63,0,6,20,0,1.63,4,3,+1,+0.37,-0.39,4.5,2.7,+1.9,+0.69,Matches
877,Antonino Gallo,it ITA,DF,Lecce,it Serie A,25-283,2000,6,473,79,87.6,5.3,6,79,4,0,,0,0.83,4,8,-4,-0.76,+0.58,3.7,7.2,-3.4,-0.65,Matches
878,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,36-019,1989,7,615,88,97.6,6.8,7,88,6,0,,0,1.57,9,6,+3,+0.44,+6.44,9.6,9.1,+0.6,+0.08,Matches
879,Ismaëlo Ganiou,bf BFA,DF,Lens,fr Ligue 1,20-215,2005,1,72,72,11.4,0.8,1,72,0,0,,5,3.00,1,1,0,0.00,-0.65,0.3,1.6,-1.3,-1.59,Matches
880,Ben Gannon-Doak,sct SCO,FW,Bournemouth,eng Premier League,19-338,2005,2,31,16,4.9,0.3,0,,0,2,16,4,2.00,4,0,+4,+11.61,+11.76,1.0,0.5,+0.6,+1.61,Matches
881,Facundo Garcés,my MAS,DF,Alavés,es La Liga,26-040,1999,6,540,90,75.0,6.0,6,90,6,0,,0,1.33,6,6,0,0.00,-0.50,4.9,5.6,-0.7,-0.12,Matches
882,Aleix García,es ESP,MF,Leverkusen,de Bundesliga,28-109,1997,6,496,83,91.9,5.5,5,84,4,1,76,0,1.83,10,6,+4,+0.73,+0.73,9.1,4.7,+4.4,+0.80,Matches
883,Álvaro García,es ESP,"MF,FW",Rayo Vallecano,es La Liga,32-353,1992,8,577,72,80.1,6.4,7,79,3,1,25,0,1.00,6,8,-2,-0.31,-0.31,9.5,8.6,+1.0,+0.15,Matches
884,Eric García,es ESP,DF,Barcelona,es La Liga,24-279,2001,8,592,74,82.2,6.6,6,89,5,2,29,0,2.38,18,6,+12,+1.82,+1.12,15.7,6.2,+9.5,+1.44,Matches
885,Fran Garcia,es ESP,"DF,MF",Real Madrid,es La Liga,26-062,1999,2,113,57,15.7,1.3,1,90,1,1,23,6,3.00,4,1,+3,+2.39,+1.35,4.0,2.1,+1.9,+1.54,Matches
886,Germán García,es ESP,GK,Betis,es La Liga,21-256,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
887,Gonzalo García,es ESP,"FW,MF",Real Madrid,es La Liga,21-205,2004,5,93,19,12.9,1.0,1,60,0,4,8,3,2.40,4,1,+3,+2.90,+1.90,1.6,1.9,-0.4,-0.35,Matches
888,Joan García,es ESP,GK,Barcelona,es La Liga,24-164,2001,6,540,90,75.0,6.0,6,90,6,0,,0,2.67,19,4,+15,+2.50,+3.50,13.6,5.3,+8.3,+1.39,Matches
889,Pablo Garcia,es ESP,FW,Betis,es La Liga,19-124,2006,5,182,36,25.3,2.0,1,71,0,4,28,1,1.60,0,2,-2,-0.99,-2.16,2.1,1.8,+0.3,+0.15,Matches
890,Rubén García,es ESP,"MF,FW",Osasuna,es La Liga,32-093,1993,6,239,40,33.2,2.7,2,55,0,4,32,0,1.50,3,1,+2,+0.75,+1.31,3.4,3.2,+0.2,+0.09,Matches
891,Ulisses Garcia,ch SUI,DF,Marseille,fr Ligue 1,29-277,1996,3,147,49,23.3,1.6,1,89,0,2,29,1,1.00,4,4,0,0.00,-1.86,3.3,3.3,0.0,0.00,Matches
892,Víctor García,es ESP,"MF,DF",Levante,es La Liga,28-029,1997,4,92,23,12.8,1.0,1,53,0,3,13,4,0.75,0,2,-2,-1.96,-2.10,0.3,1.6,-1.3,-1.25,Matches
893,Ilann Garin,fr FRA,DF,Angers,fr Ligue 1,19-228,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
894,Alejandro Garnacho,ar ARG,FW,Chelsea,eng Premier League,21-106,2004,2,86,43,13.7,1.0,1,74,0,1,12,2,2.00,2,2,0,0.00,-0.66,0.3,2.2,-1.9,-2.00,Matches
895,James Garner,eng ENG,"MF,DF",Everton,eng Premier League,24-216,2001,7,630,90,100.0,7.0,7,90,7,0,,0,1.57,9,7,+2,+0.29,,9.7,9.5,+0.2,+0.03,Matches
896,Thibaud Garondo,fr FRA,MF,Toulouse,fr Ligue 1,19-276,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
897,Federico Gatti,it ITA,DF,Juventus,it Serie A,27-113,1998,6,467,78,86.5,5.2,6,78,3,0,,0,2.00,4,5,-1,-0.19,-6.36,4.7,5.8,-1.1,-0.22,Matches
898,Gavi,es ESP,"MF,DF",Barcelona,es La Liga,21-071,2004,2,67,34,9.3,0.7,0,,0,2,34,0,3.00,4,0,+4,+5.37,+4.13,1.8,0.7,+1.1,+1.45,Matches
899,Jusuf Gazibegović,ba BIH,DF,Köln,de Bundesliga,25-218,2000,1,23,23,4.3,0.3,0,,0,1,23,1,3.00,1,1,0,0.00,-0.35,0.1,0.6,-0.5,-1.78,Matches
900,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,33-286,1992,7,582,83,80.8,6.5,7,83,6,0,,0,0.86,4,11,-7,-1.08,+2.18,6.0,11.9,-5.9,-0.92,Matches
901,Jean-Philippe Gbamin,ci CIV,DF,Metz,fr Ligue 1,30-020,1995,7,560,80,88.9,6.2,7,80,6,0,,0,0.29,5,13,-8,-1.29,+2.57,7.0,13.2,-6.3,-1.00,Matches
902,Yann Gboho,fr FRA,"FW,MF",Toulouse,fr Ligue 1,24-274,2001,7,556,79,88.3,6.2,6,85,4,1,45,0,1.43,11,11,0,0.00,+1.22,9.4,8.3,+1.1,+0.18,Matches
903,David de Gea,es ESP,GK,Fiorentina,it Serie A,34-342,1990,6,540,90,100.0,6.0,6,90,6,0,,0,0.50,4,8,-4,-0.67,,6.6,8.2,-1.6,-0.27,Matches
904,Lutsharel Geertruida,nl NED,"DF,MF",Sunderland,eng Premier League,25-089,2000,4,62,16,9.8,0.7,0,,0,4,16,0,1.25,0,0,0,0.00,-0.16,1.0,2.2,-1.2,-1.71,Matches
905,Lutsharel Geertruida,nl NED,DF,RB Leipzig,de Bundesliga,25-089,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
906,Tyrique George,eng ENG,FW,Chelsea,eng Premier League,19-253,2006,3,139,46,22.1,1.5,0,,0,3,46,2,1.33,5,1,+4,+2.59,+2.59,3.2,1.5,+1.7,+1.09,Matches
907,Yannick Gerhardt,de GER,DF,Wolfsburg,de Bundesliga,31-216,1994,1,2,2,0.4,0.0,0,,0,1,2,3,3.00,0,0,0,0.00,+0.33,0.1,0.0,+0.1,+4.29,Matches
908,Willem Geubbels,fr FRA,FW,Paris FC,fr Ligue 1,24-060,2001,6,332,55,52.7,3.7,5,62,0,1,23,0,1.67,6,7,-1,-0.27,-0.27,6.9,6.5,+0.4,+0.12,Matches
909,Ismaël Gharbi,tn TUN,MF,Augsburg,de Bundesliga,21-188,2004,1,7,7,1.3,0.1,0,,0,1,7,3,0.00,0,0,0,0.00,+0.34,0.0,0.0,0.0,-0.13,Matches
910,Mourad El Ghezouani,ma MAR,FW,Elche,es La Liga,27-141,1998,2,50,25,6.9,0.6,0,,0,2,25,1,2.00,1,0,+1,+1.80,+1.67,0.6,0.5,+0.1,+0.17,Matches
911,Rachid Ghezzal,dz ALG,"FW,MF",Lyon,fr Ligue 1,33-159,1992,2,25,13,4.0,0.3,0,,0,2,13,2,1.50,0,3,-3,-10.80,-11.84,0.0,2.1,-2.1,-7.62,Matches
912,Daniele Ghilardi,it ITA,DF,Roma,it Serie A,22-282,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,Matches
913,Andrea Ghion,it ITA,"FW,MF",Sassuolo,it Serie A,25-234,2000,1,10,10,1.9,0.1,0,,0,1,10,1,0.00,0,0,0,0.00,0.00,0.3,0.1,+0.2,+1.67,Matches
914,Dimitris Giannoulis,gr GRE,"DF,MF",Augsburg,de Bundesliga,29-363,1995,4,224,56,41.5,2.5,3,64,0,1,32,0,1.50,8,5,+3,+1.21,+2.63,3.6,6.2,-2.6,-1.05,Matches
915,Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,eng Premier League,25-261,2000,7,551,79,87.5,6.1,6,84,3,1,45,0,0.71,5,10,-5,-0.82,+1.46,5.8,11.8,-6.1,-0.99,Matches
916,Bryan Gil,es ESP,"FW,MF",Girona,es La Liga,24-246,2001,5,145,29,20.1,1.6,1,75,0,4,18,0,1.20,1,3,-2,-1.24,+0.32,1.4,3.3,-2.0,-1.22,Matches
917,Mario Gila,es ESP,DF,Lazio,it Serie A,25-047,2000,6,533,89,98.7,5.9,6,89,5,0,,0,1.17,10,7,+3,+0.51,+0.51,8.5,7.8,+0.7,+0.12,Matches
918,Billy Gilmour,sct SCO,MF,Napoli,it Serie A,24-126,2001,5,115,23,21.3,1.3,1,57,0,4,15,1,2.40,3,0,+3,+2.35,+1.71,1.9,0.9,+1.0,+0.78,Matches
919,Benedikt Gimber,de GER,"DF,MF",Heidenheim,de Bundesliga,28-238,1997,5,294,59,54.4,3.3,4,73,2,1,2,1,0.60,1,10,-9,-2.76,-3.49,3.6,8.7,-5.1,-1.55,Matches
920,Santiago Giménez,mx MEX,FW,Milan,it Serie A,24-180,2001,6,451,75,83.5,5.0,6,75,1,0,,0,2.17,9,3,+6,+1.20,+1.20,7.6,3.5,+4.1,+0.81,Matches
921,Gvidas Gineitis,lt LTU,"MF,FW",Torino,it Serie A,21-183,2004,3,117,39,21.7,1.3,1,90,1,2,14,3,0.67,1,6,-5,-3.85,-3.21,1.2,2.4,-1.2,-0.92,Matches
922,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,31-269,1994,6,540,90,100.0,6.0,6,90,6,0,,0,1.33,9,9,0,0.00,,9.2,8.0,+1.2,+0.19,Matches
923,Giovane,br BRA,FW,Hellas Verona,it Serie A,21-325,2003,6,489,82,90.6,5.4,6,82,3,0,,0,0.50,2,8,-6,-1.10,+0.66,6.1,7.3,-1.2,-0.21,Matches
924,Olivier Giroud,fr FRA,FW,Lille,fr Ligue 1,39-015,1986,6,512,85,81.3,5.7,6,85,4,0,,0,1.33,6,9,-3,-0.53,-5.87,10.0,8.7,+1.3,+0.23,Matches
925,Jamie Gittens,eng ENG,FW,Chelsea,eng Premier League,21-068,2004,5,161,32,25.6,1.8,2,54,0,3,18,2,2.20,1,1,0,0.00,-0.77,1.9,2.5,-0.6,-0.33,Matches
926,Robert Glatzel,de GER,FW,Hamburger SV,de Bundesliga,31-280,1994,4,60,15,11.1,0.7,0,,0,4,15,0,1.75,0,1,-1,-1.50,-1.31,0.9,1.4,-0.5,-0.76,Matches
927,Daniel Gleiber,de GER,MF,Mainz 05,de Bundesliga,20-256,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
928,Serge Gnabry,de GER,MF,Bayern Munich,de Bundesliga,30-093,1995,6,357,60,66.1,4.0,5,66,0,1,29,0,3.00,17,3,+14,+3.53,-0.41,10.9,1.9,+9.0,+2.27,Matches
929,Wilfried Gnonto,it ITA,FW,Leeds United,eng Premier League,21-344,2003,4,192,48,30.5,2.1,3,63,0,1,2,0,1.00,0,5,-5,-2.34,-2.55,1.7,2.3,-0.6,-0.27,Matches
930,Giorgi Gocholeishvili,ge GEO,MF,Hamburger SV,de Bundesliga,24-243,2001,5,416,83,77.0,4.6,5,83,0,0,,0,1.60,6,2,+4,+0.87,+5.22,5.4,6.2,-0.8,-0.17,Matches
931,Martial Godo,eng ENG,"MF,FW",Strasbourg,fr Ligue 1,22-215,2003,3,141,47,22.4,1.6,2,66,0,1,9,1,3.00,7,0,+7,+4.47,+4.47,5.6,1.5,+4.1,+2.65,Matches
932,Maxima Goffi,fr FRA,DF,Lille,fr Ligue 1,17-265,2008,1,39,39,6.2,0.4,0,,0,1,39,4,1.00,1,1,0,0.00,-0.61,1.1,0.7,+0.4,+0.87,Matches
933,Saba Goglichidze,ge GEO,DF,Udinese,it Serie A,21-112,2004,3,151,50,28.0,1.7,1,90,1,2,31,3,2.33,1,1,0,0.00,+0.69,2.9,1.7,+1.2,+0.69,Matches
934,Edoardo Goldaniga,it ITA,DF,Como,it Serie A,31-347,1993,1,1,1,0.2,0.0,0,,0,1,1,5,3.00,0,0,0,0.00,-0.33,0.0,0.0,0.0,-2.71,Matches
935,Pierluigi Gollini,it ITA,GK,Roma,it Serie A,30-211,1995,0,,,,,0,,0,0,,4,,,,,,,,,,,Matches
936,Aleksandr Golovin,ru RUS,"FW,MF",Monaco,fr Ligue 1,29-138,1996,3,245,82,38.9,2.7,3,82,0,0,,0,2.00,5,3,+2,+0.73,+0.27,4.0,2.8,+1.2,+0.43,Matches
937,André Gomes,pt POR,MF,Lille,fr Ligue 1,32-077,1993,0,,,,,0,,0,0,,3,,,,,,,,,,,Matches
938,Angel Gomes,eng ENG,MF,Marseille,fr Ligue 1,25-045,2000,6,508,85,80.6,5.6,6,85,4,0,,1,2.00,12,4,+8,+1.42,-0.06,10.6,5.6,+5.0,+0.88,Matches
939,João Gomes,br BRA,MF,Wolves,eng Premier League,24-245,2001,7,602,86,95.6,6.7,7,86,5,0,,0,0.29,5,13,-8,-1.20,+2.02,5.9,9.2,-3.3,-0.49,Matches
940,Rodrigo Gomes,pt POR,"DF,MF",Wolves,eng Premier League,22-100,2003,4,166,42,26.3,1.8,2,61,0,2,23,3,0.00,2,5,-3,-1.63,-0.46,2.1,2.2,-0.1,-0.04,Matches
941,Toti Gomes,pt POR,DF,Wolves,eng Premier League,26-272,1999,6,390,65,61.9,4.3,5,78,3,1,1,0,0.17,3,13,-10,-2.31,-2.68,3.8,7.2,-3.4,-0.78,Matches
942,Diego Gómez,py PAR,MF,Brighton,eng Premier League,22-202,2003,6,311,52,49.4,3.5,3,73,0,3,30,0,1.50,1,5,-4,-1.16,-2.29,3.6,4.5,-1.0,-0.29,Matches
943,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,28-145,1997,2,31,16,4.9,0.3,0,,0,2,16,5,3.00,3,1,+2,+5.81,+5.51,0.6,0.3,+0.3,+0.75,Matches
944,Moi Gómez,es ESP,MF,Osasuna,es La Liga,31-114,1994,6,402,67,55.8,4.5,5,78,1,1,14,0,1.17,4,4,0,0.00,+0.28,3.3,3.5,-0.2,-0.04,Matches
945,Rubén Gómez,es ESP,GK,Villarreal,es La Liga,23-264,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
946,Sergio Gómez,es ESP,DF,Real Sociedad,es La Liga,25-041,2000,8,478,60,66.4,5.3,5,83,3,3,22,0,0.63,5,9,-4,-0.75,-0.38,7.6,9.3,-1.6,-0.31,Matches
947,Unai Gómez,es ESP,"FW,MF",Athletic Club,es La Liga,22-143,2003,4,87,22,12.1,1.0,1,56,0,3,10,3,1.50,1,3,-2,-2.07,-2.35,1.5,2.4,-0.9,-0.98,Matches
948,Valentín Gómez,ar ARG,DF,Betis,es La Liga,22-111,2003,6,315,53,43.8,3.5,3,90,3,3,15,2,2.33,6,3,+3,+0.86,+0.41,5.2,4.4,+0.8,+0.23,Matches
949,Georges Gomis,sn SEN,DF,Le Havre,fr Ligue 1,17-287,2008,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
950,Tidiam Gomis,fr FRA,FW,RB Leipzig,de Bundesliga,19-068,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
951,Rafael Gonçalves,pt POR,MF,Strasbourg,fr Ligue 1,20-239,2005,4,193,48,30.6,2.1,2,80,1,2,17,2,2.25,3,3,0,0.00,-1.44,3.4,2.4,+1.0,+0.46,Matches
952,Manu González,es ESP,GK,Betis,es La Liga,18-180,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
953,Nicolás González,es ESP,MF,Manchester City,eng Premier League,23-285,2002,6,353,59,56.0,3.9,3,85,2,3,33,1,2.17,9,4,+5,+1.27,-0.02,6.5,3.7,+2.8,+0.72,Matches
954,Nicolás González,ar ARG,"MF,DF",Juventus,it Serie A,27-192,1998,2,19,10,3.5,0.2,0,,0,2,10,0,3.00,1,0,+1,+4.74,+4.22,0.8,0.3,+0.5,+2.44,Matches
955,Nicolás González,ar ARG,MF,Atlético Madrid,es La Liga,27-192,1998,5,358,72,49.7,4.0,4,81,1,1,35,0,2.20,9,4,+5,+1.26,+1.26,7.4,4.3,+3.0,+0.76,Matches
956,Peter González,do DOM,FW,Getafe,es La Liga,23-082,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,Matches
957,Urko González,es ESP,MF,Espanyol,es La Liga,24-209,2001,6,323,54,44.9,3.6,3,81,2,3,26,0,1.33,4,5,-1,-0.28,-0.51,7.2,5.7,+1.5,+0.43,Matches
